Id	Chapter	CacheType	ResId	Assets	AssetNames	Links
11	-1	monster	1007	1225;1557;1232;1894;1928;1596;1608;1929;1710;	assets/resources/monster/campaign_wild/01_bluelf/5_mon_bluelf_04.prefab;assets/resources/monster_fx/campaign_wild/6_monster_yujing_01.prefab;assets/resources/monster/campaign_wild/01_bluelf/6_mon_bluelf_bomb_01.prefab;assets/resources/sound/npc/mon.prefab;assets/resources/sound/npc/guaiwu_touzhixiao_01.wav;assets/resources/monster_fx/campaign_wild/01_bluelf/6_mon_bluelf_baozha_01.prefab;assets/resources/monster_fx/campaign_wild/01_bluelf/6_mon_bluelf_ranshao_01.prefab;assets/resources/sound/npc/guaiwu_touzhixiao_02.wav;assets/resources/monster_fx/campaign_wild/public/6_mon_baodian_02.prefab;	2;
12	-1	monster	1008	1225;1557;1232;1894;1928;1596;1608;1929;1710;	assets/resources/monster/campaign_wild/01_bluelf/5_mon_bluelf_04.prefab;assets/resources/monster_fx/campaign_wild/6_monster_yujing_01.prefab;assets/resources/monster/campaign_wild/01_bluelf/6_mon_bluelf_bomb_01.prefab;assets/resources/sound/npc/mon.prefab;assets/resources/sound/npc/guaiwu_touzhixiao_01.wav;assets/resources/monster_fx/campaign_wild/01_bluelf/6_mon_bluelf_baozha_01.prefab;assets/resources/monster_fx/campaign_wild/01_bluelf/6_mon_bluelf_ranshao_01.prefab;assets/resources/sound/npc/guaiwu_touzhixiao_02.wav;assets/resources/monster_fx/campaign_wild/public/6_mon_baodian_02.prefab;	2;
13	-1	monster	2001	1246;1600;1894;1916;1710;1253;1927;1615;1921;	assets/resources/monster/campaign_wild/02_blof/5_mon_blof_02.prefab;assets/resources/monster_fx/campaign_wild/01_bluelf/6_mon_bluelf_daoguang_01.prefab;assets/resources/sound/npc/mon.prefab;assets/resources/sound/npc/guaiwu_huiwuda_01.wav;assets/resources/monster_fx/campaign_wild/public/6_mon_baodian_02.prefab;assets/resources/monster/campaign_wild/02_blof/5_mon_blof_02_w_01.prefab;assets/resources/sound/npc/guaiwu_touzhida_01.wav;assets/resources/monster_fx/campaign_wild/02_blof/6_mon_blof_chentu_02.prefab;assets/resources/sound/npc/guaiwu_jizhong_tongyong_01.wav;	2;
14	-1	monster	2002	1246;1600;1894;1916;1710;1253;1927;1615;1921;	assets/resources/monster/campaign_wild/02_blof/5_mon_blof_02.prefab;assets/resources/monster_fx/campaign_wild/01_bluelf/6_mon_bluelf_daoguang_01.prefab;assets/resources/sound/npc/mon.prefab;assets/resources/sound/npc/guaiwu_huiwuda_01.wav;assets/resources/monster_fx/campaign_wild/public/6_mon_baodian_02.prefab;assets/resources/monster/campaign_wild/02_blof/5_mon_blof_02_w_01.prefab;assets/resources/sound/npc/guaiwu_touzhida_01.wav;assets/resources/monster_fx/campaign_wild/02_blof/6_mon_blof_chentu_02.prefab;assets/resources/sound/npc/guaiwu_jizhong_tongyong_01.wav;	2;
15	-1	monster	2003	1246;1600;1894;1916;1710;1253;1927;1615;1921;	assets/resources/monster/campaign_wild/02_blof/5_mon_blof_02.prefab;assets/resources/monster_fx/campaign_wild/01_bluelf/6_mon_bluelf_daoguang_01.prefab;assets/resources/sound/npc/mon.prefab;assets/resources/sound/npc/guaiwu_huiwuda_01.wav;assets/resources/monster_fx/campaign_wild/public/6_mon_baodian_02.prefab;assets/resources/monster/campaign_wild/02_blof/5_mon_blof_02_w_01.prefab;assets/resources/sound/npc/guaiwu_touzhida_01.wav;assets/resources/monster_fx/campaign_wild/02_blof/6_mon_blof_chentu_02.prefab;assets/resources/sound/npc/guaiwu_jizhong_tongyong_01.wav;	2;
16	-1	monster	2004	1246;1600;1894;1916;1710;1253;1927;1615;1921;	assets/resources/monster/campaign_wild/02_blof/5_mon_blof_02.prefab;assets/resources/monster_fx/campaign_wild/01_bluelf/6_mon_bluelf_daoguang_01.prefab;assets/resources/sound/npc/mon.prefab;assets/resources/sound/npc/guaiwu_huiwuda_01.wav;assets/resources/monster_fx/campaign_wild/public/6_mon_baodian_02.prefab;assets/resources/monster/campaign_wild/02_blof/5_mon_blof_02_w_01.prefab;assets/resources/sound/npc/guaiwu_touzhida_01.wav;assets/resources/monster_fx/campaign_wild/02_blof/6_mon_blof_chentu_02.prefab;assets/resources/sound/npc/guaiwu_jizhong_tongyong_01.wav;	2;
17	-1	monster	2005	1246;1600;1894;1916;1710;1253;1927;1615;1921;	assets/resources/monster/campaign_wild/02_blof/5_mon_blof_02.prefab;assets/resources/monster_fx/campaign_wild/01_bluelf/6_mon_bluelf_daoguang_01.prefab;assets/resources/sound/npc/mon.prefab;assets/resources/sound/npc/guaiwu_huiwuda_01.wav;assets/resources/monster_fx/campaign_wild/public/6_mon_baodian_02.prefab;assets/resources/monster/campaign_wild/02_blof/5_mon_blof_02_w_01.prefab;assets/resources/sound/npc/guaiwu_touzhida_01.wav;assets/resources/monster_fx/campaign_wild/02_blof/6_mon_blof_chentu_02.prefab;assets/resources/sound/npc/guaiwu_jizhong_tongyong_01.wav;	2;
18	-1	monster	2006	1246;1600;1894;1916;1710;1253;1927;1615;1921;	assets/resources/monster/campaign_wild/02_blof/5_mon_blof_02.prefab;assets/resources/monster_fx/campaign_wild/01_bluelf/6_mon_bluelf_daoguang_01.prefab;assets/resources/sound/npc/mon.prefab;assets/resources/sound/npc/guaiwu_huiwuda_01.wav;assets/resources/monster_fx/campaign_wild/public/6_mon_baodian_02.prefab;assets/resources/monster/campaign_wild/02_blof/5_mon_blof_02_w_01.prefab;assets/resources/sound/npc/guaiwu_touzhida_01.wav;assets/resources/monster_fx/campaign_wild/02_blof/6_mon_blof_chentu_02.prefab;assets/resources/sound/npc/guaiwu_jizhong_tongyong_01.wav;	2;
19	-1	monster	2007	1242;1614;1626;1894;1919;1921;1628;1704;1621;	assets/resources/monster/campaign_wild/02_blof/5_mon_blof_01.prefab;assets/resources/monster_fx/campaign_wild/02_blof/6_mon_blof_chentu_01.prefab;assets/resources/monster_fx/campaign_wild/02_blof/6_mon_blof_zhuaji_02.prefab;assets/resources/sound/npc/mon.prefab;assets/resources/sound/npc/guaiwu_huiwuxiao_03.wav;assets/resources/sound/npc/guaiwu_jizhong_tongyong_01.wav;assets/resources/monster_fx/campaign_wild/02_blof/6_mon_blof_zhuaji_03.prefab;assets/resources/monster_fx/campaign_wild/public/6_mon_baodian_01.prefab;assets/resources/monster_fx/campaign_wild/02_blof/6_mon_blof_zhuaji_01.prefab;	2;
20	-1	monster	2008	1242;1614;1626;1894;1919;1921;1628;1704;1621;	assets/resources/monster/campaign_wild/02_blof/5_mon_blof_01.prefab;assets/resources/monster_fx/campaign_wild/02_blof/6_mon_blof_chentu_01.prefab;assets/resources/monster_fx/campaign_wild/02_blof/6_mon_blof_zhuaji_02.prefab;assets/resources/sound/npc/mon.prefab;assets/resources/sound/npc/guaiwu_huiwuxiao_03.wav;assets/resources/sound/npc/guaiwu_jizhong_tongyong_01.wav;assets/resources/monster_fx/campaign_wild/02_blof/6_mon_blof_zhuaji_03.prefab;assets/resources/monster_fx/campaign_wild/public/6_mon_baodian_01.prefab;assets/resources/monster_fx/campaign_wild/02_blof/6_mon_blof_zhuaji_01.prefab;	2;
21	-1	monster	3001	1204;1601;1894;1920;1921;1710;1600;1918;	assets/resources/monster/campaign_wild/01_bluelf/5_mon_bluelf_01.prefab;assets/resources/monster_fx/campaign_wild/01_bluelf/6_mon_bluelf_daoguang_02.prefab;assets/resources/sound/npc/mon.prefab;assets/resources/sound/npc/guaiwu_huiwuzhong_01.wav;assets/resources/sound/npc/guaiwu_jizhong_tongyong_01.wav;assets/resources/monster_fx/campaign_wild/public/6_mon_baodian_02.prefab;assets/resources/monster_fx/campaign_wild/01_bluelf/6_mon_bluelf_daoguang_01.prefab;assets/resources/sound/npc/guaiwu_huiwuxiao_02.wav;	2;
22	-1	monster	3002	1204;1601;1894;1920;1921;1710;1600;1918;	assets/resources/monster/campaign_wild/01_bluelf/5_mon_bluelf_01.prefab;assets/resources/monster_fx/campaign_wild/01_bluelf/6_mon_bluelf_daoguang_02.prefab;assets/resources/sound/npc/mon.prefab;assets/resources/sound/npc/guaiwu_huiwuzhong_01.wav;assets/resources/sound/npc/guaiwu_jizhong_tongyong_01.wav;assets/resources/monster_fx/campaign_wild/public/6_mon_baodian_02.prefab;assets/resources/monster_fx/campaign_wild/01_bluelf/6_mon_bluelf_daoguang_01.prefab;assets/resources/sound/npc/guaiwu_huiwuxiao_02.wav;	2;
23	-1	monster	3003	1204;1601;1894;1920;1921;1710;1600;1918;	assets/resources/monster/campaign_wild/01_bluelf/5_mon_bluelf_01.prefab;assets/resources/monster_fx/campaign_wild/01_bluelf/6_mon_bluelf_daoguang_02.prefab;assets/resources/sound/npc/mon.prefab;assets/resources/sound/npc/guaiwu_huiwuzhong_01.wav;assets/resources/sound/npc/guaiwu_jizhong_tongyong_01.wav;assets/resources/monster_fx/campaign_wild/public/6_mon_baodian_02.prefab;assets/resources/monster_fx/campaign_wild/01_bluelf/6_mon_bluelf_daoguang_01.prefab;assets/resources/sound/npc/guaiwu_huiwuxiao_02.wav;	2;
24	-1	monster	3004	1211;1217;1894;1927;1615;1921;	assets/resources/monster/campaign_wild/01_bluelf/5_mon_bluelf_02.prefab;assets/resources/monster/campaign_wild/01_bluelf/5_mon_bluelf_02_w_02.prefab;assets/resources/sound/npc/mon.prefab;assets/resources/sound/npc/guaiwu_touzhida_01.wav;assets/resources/monster_fx/campaign_wild/02_blof/6_mon_blof_chentu_02.prefab;assets/resources/sound/npc/guaiwu_jizhong_tongyong_01.wav;	2;
25	-1	monster	3005	1204;1601;1894;1920;1921;1710;1600;1918;	assets/resources/monster/campaign_wild/01_bluelf/5_mon_bluelf_01.prefab;assets/resources/monster_fx/campaign_wild/01_bluelf/6_mon_bluelf_daoguang_02.prefab;assets/resources/sound/npc/mon.prefab;assets/resources/sound/npc/guaiwu_huiwuzhong_01.wav;assets/resources/sound/npc/guaiwu_jizhong_tongyong_01.wav;assets/resources/monster_fx/campaign_wild/public/6_mon_baodian_02.prefab;assets/resources/monster_fx/campaign_wild/01_bluelf/6_mon_bluelf_daoguang_01.prefab;assets/resources/sound/npc/guaiwu_huiwuxiao_02.wav;	2;
26	-1	monster	3006	1211;1217;1894;1927;1615;1921;	assets/resources/monster/campaign_wild/01_bluelf/5_mon_bluelf_02.prefab;assets/resources/monster/campaign_wild/01_bluelf/5_mon_bluelf_02_w_02.prefab;assets/resources/sound/npc/mon.prefab;assets/resources/sound/npc/guaiwu_touzhida_01.wav;assets/resources/monster_fx/campaign_wild/02_blof/6_mon_blof_chentu_02.prefab;assets/resources/sound/npc/guaiwu_jizhong_tongyong_01.wav;	2;
27	-1	monster	3007	1204;1601;1894;1920;1921;1710;1600;1918;	assets/resources/monster/campaign_wild/01_bluelf/5_mon_bluelf_01.prefab;assets/resources/monster_fx/campaign_wild/01_bluelf/6_mon_bluelf_daoguang_02.prefab;assets/resources/sound/npc/mon.prefab;assets/resources/sound/npc/guaiwu_huiwuzhong_01.wav;assets/resources/sound/npc/guaiwu_jizhong_tongyong_01.wav;assets/resources/monster_fx/campaign_wild/public/6_mon_baodian_02.prefab;assets/resources/monster_fx/campaign_wild/01_bluelf/6_mon_bluelf_daoguang_01.prefab;assets/resources/sound/npc/guaiwu_huiwuxiao_02.wav;	2;
28	-1	monster	3008	1211;1217;1894;1927;1615;1921;	assets/resources/monster/campaign_wild/01_bluelf/5_mon_bluelf_02.prefab;assets/resources/monster/campaign_wild/01_bluelf/5_mon_bluelf_02_w_02.prefab;assets/resources/sound/npc/mon.prefab;assets/resources/sound/npc/guaiwu_touzhida_01.wav;assets/resources/monster_fx/campaign_wild/02_blof/6_mon_blof_chentu_02.prefab;assets/resources/sound/npc/guaiwu_jizhong_tongyong_01.wav;	2;
29	-1	monster	3009	1204;1601;1894;1920;1921;1710;1600;1918;	assets/resources/monster/campaign_wild/01_bluelf/5_mon_bluelf_01.prefab;assets/resources/monster_fx/campaign_wild/01_bluelf/6_mon_bluelf_daoguang_02.prefab;assets/resources/sound/npc/mon.prefab;assets/resources/sound/npc/guaiwu_huiwuzhong_01.wav;assets/resources/sound/npc/guaiwu_jizhong_tongyong_01.wav;assets/resources/monster_fx/campaign_wild/public/6_mon_baodian_02.prefab;assets/resources/monster_fx/campaign_wild/01_bluelf/6_mon_bluelf_daoguang_01.prefab;assets/resources/sound/npc/guaiwu_huiwuxiao_02.wav;	2;
30	-1	monster	3010	1218;1589;1612;1895;1930;1921;1704;1602;1894;1920;	assets/resources/monster/campaign_wild/01_bluelf/5_mon_bluelf_03.prefab;assets/resources/monster_fx/campaign_wild/01_bluelf/6_monster_yujing_line_01.prefab;assets/resources/monster_fx/campaign_wild/01_bluelf/6_mon_bluelf_swords_01.prefab;assets/resources/sound/npc/mon_loop.prefab;assets/resources/sound/npc/guaiwu_xuanfengzhan_01.wav;assets/resources/sound/npc/guaiwu_jizhong_tongyong_01.wav;assets/resources/monster_fx/campaign_wild/public/6_mon_baodian_01.prefab;assets/resources/monster_fx/campaign_wild/01_bluelf/6_mon_bluelf_daoguang_03.prefab;assets/resources/sound/npc/mon.prefab;assets/resources/sound/npc/guaiwu_huiwuzhong_01.wav;	2;
31	-1	monster	3011	1218;1589;1612;1895;1930;1921;1704;1602;1894;1920;	assets/resources/monster/campaign_wild/01_bluelf/5_mon_bluelf_03.prefab;assets/resources/monster_fx/campaign_wild/01_bluelf/6_monster_yujing_line_01.prefab;assets/resources/monster_fx/campaign_wild/01_bluelf/6_mon_bluelf_swords_01.prefab;assets/resources/sound/npc/mon_loop.prefab;assets/resources/sound/npc/guaiwu_xuanfengzhan_01.wav;assets/resources/sound/npc/guaiwu_jizhong_tongyong_01.wav;assets/resources/monster_fx/campaign_wild/public/6_mon_baodian_01.prefab;assets/resources/monster_fx/campaign_wild/01_bluelf/6_mon_bluelf_daoguang_03.prefab;assets/resources/sound/npc/mon.prefab;assets/resources/sound/npc/guaiwu_huiwuzhong_01.wav;	2;
32	-1	level_obj	1010	1792;1769;1797;1776;1798;1786;	assets/resources/monster_fx/public/gold.prefab;assets/resources/monster_fx/public/6_public_gold_02.prefab;assets/resources/monster_fx/public/health.prefab;assets/resources/monster_fx/public/6_public_hp_02.prefab;assets/resources/monster_fx/public/mana.prefab;assets/resources/monster_fx/public/6_public_mp_02.prefab;	
33	-1	level	1010	904;	assets/scenes/mapdata_1119/wangguojun_chengzhen_01.unity;	34;35;36;37;
34	-1	monster	1001	1288;1894;1922;1703;1925;1650;1647;1557;1268;1928;1629;1710;	assets/resources/monster/campaign_wild/04_silvershield/5_mon_sslaser_01_simple.prefab;assets/resources/sound/npc/mon.prefab;assets/resources/sound/npc/guaiwu_shoothongwaixian_01.wav;assets/resources/monster_fx/campaign_wild/public/6_monster_yujing_redline_01.prefab;assets/resources/sound/npc/guaiwu_shootjiguang_01.wav;assets/resources/monster_fx/campaign_wild/04_silvershield/6_mon_sslas_qiangkou_01.prefab;assets/resources/monster_fx/campaign_wild/04_silvershield/6_mon_sslas_laser_01.prefab;assets/resources/monster_fx/campaign_wild/6_monster_yujing_01.prefab;assets/resources/monster/campaign_wild/03_kdarmy/6_mon_kdm_bomb_01.prefab;assets/resources/sound/npc/guaiwu_touzhixiao_01.wav;assets/resources/monster_fx/campaign_wild/03_kdarmy/6_mon_kdm_baozha_01.prefab;assets/resources/monster_fx/campaign_wild/public/6_mon_baodian_02.prefab;	2;
35	-1	monster	1002	1288;1894;1922;1703;1925;1650;1647;1557;1268;1928;1629;1710;	assets/resources/monster/campaign_wild/04_silvershield/5_mon_sslaser_01_simple.prefab;assets/resources/sound/npc/mon.prefab;assets/resources/sound/npc/guaiwu_shoothongwaixian_01.wav;assets/resources/monster_fx/campaign_wild/public/6_monster_yujing_redline_01.prefab;assets/resources/sound/npc/guaiwu_shootjiguang_01.wav;assets/resources/monster_fx/campaign_wild/04_silvershield/6_mon_sslas_qiangkou_01.prefab;assets/resources/monster_fx/campaign_wild/04_silvershield/6_mon_sslas_laser_01.prefab;assets/resources/monster_fx/campaign_wild/6_monster_yujing_01.prefab;assets/resources/monster/campaign_wild/03_kdarmy/6_mon_kdm_bomb_01.prefab;assets/resources/sound/npc/guaiwu_touzhixiao_01.wav;assets/resources/monster_fx/campaign_wild/03_kdarmy/6_mon_kdm_baozha_01.prefab;assets/resources/monster_fx/campaign_wild/public/6_mon_baodian_02.prefab;	2;
36	-1	monster	1003	1069;	assets/resources/monster/boss/5_ip_niedefan_01.prefab;	2;
37	-1	monster	1004	1764;1715;1710;1718;1719;1749;1765;1752;1725;1698;1759;1081;1754;1767;1740;1735;1768;1729;	assets/resources/monster_fx/hulun/6_mon_hulun_yujing_01.prefab;assets/resources/monster_fx/hulun/6_mon_hulun_attack_01.prefab;assets/resources/monster_fx/campaign_wild/public/6_mon_baodian_02.prefab;assets/resources/monster_fx/hulun/6_mon_hulun_attack_02.prefab;assets/resources/monster_fx/hulun/6_mon_hulun_attack_03.prefab;assets/resources/monster_fx/hulun/6_mon_hulun_struggle_01.prefab;assets/resources/monster_fx/hulun/6_mon_hulun_yujing_02.prefab;assets/resources/monster_fx/hulun/6_mon_hulun_struggle_02.prefab;assets/resources/monster_fx/hulun/6_mon_hulun_roar_01.prefab;assets/resources/monster_fx/campaign_wild/public/6_monster_elitesign_pur.prefab;assets/resources/monster_fx/hulun/6_mon_hulun_whirlwind_01.prefab;assets/resources/monster/boss/dafengchecollider.prefab;assets/resources/monster_fx/hulun/6_mon_hulun_sword_01.prefab;assets/resources/monster_fx/hulun/6_mon_hulun_yujing_04.prefab;assets/resources/monster_fx/hulun/6_mon_hulun_split_02.prefab;assets/resources/monster_fx/hulun/6_mon_hulun_split_01.prefab;assets/resources/monster_fx/hulun/6_mon_hulun_yujing_05.prefab;assets/resources/monster_fx/hulun/6_mon_hulun_smash_01.prefab;	2;
38	1	level	1011	292;	assets/scenes/mapdata_1012/yizhan_03.unity;	39;40;41;42;43;44;45;46;47;48;49;50;51;52;53;54;55;56;57;58;59;
